Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa);;;;
174.3925;12.17;1;1;2;1;1;-52.69727322;0.283460915;9.753316641;212.3099864;2.531805244;207.2344688;8.646637547;53.70589793;0.936869553;
174.415;12.1925;1;1;2;1;1;-52.69684853;0.278667957;9.858172908;212.0588124;2.488995682;206.9892995;8.64706223;53.81075419;0.938698712;
174.44;12.2175;1;1;2;1;1;-52.69664737;0.265239477;9.962351248;212.4570757;2.369055709;207.3780418;8.647263396;53.91493253;0.940516045;
174.4625;12.24;1;1;2;1;1;-52.69677254;0.252585411;10.06605685;212.9172683;2.256032611;207.827233;8.647138226;54.01863813;0.942325132;
174.4875;12.265;1;1;2;1;1;-52.69667866;0.243738592;10.17648071;213.2789195;2.177014931;208.1802385;8.647232104;54.129062;0.944251415;
174.5125;12.29;1;1;2;1;1;-52.69640597;0.234265774;10.28314076;213.8038874;2.092405989;208.6926564;8.647504795;54.23572205;0.94611204;
174.525;12.3025;1;1;2;1;1;-52.69710781;0.22498861;10.34202598;212.1892422;2.009544565;207.1166112;8.64680295;54.29460727;0.94713926;
174.55;12.3275;1;1;2;1;1;-52.69722851;0.220039338;10.44890933;212.1898085;1.965338852;207.1171639;8.646682251;54.40149061;0.949003781;
174.575;12.3525;1;1;2;1;1;-52.69713464;0.210503936;10.55936202;212.3989761;1.880170917;207.3213312;8.646776128;54.51194331;0.950930567;
174.5975;12.375;1;1;2;1;1;-52.69684853;0.199669003;10.66174328;212.5229239;1.783395887;207.4423159;8.64706223;54.61432457;0.952716551;
174.6225;12.4;1;1;2;1;1;-52.69671889;0.191969424;10.76924957;212.7200812;1.714625085;207.6347599;8.64719187;54.72183086;0.954591938;
174.6425;12.42;1;1;2;1;1;-52.69725086;0.183018297;10.8609952;213.7870044;1.63467575;208.676177;8.646659899;54.81357649;0.95619239;
174.66;12.4375;1;1;2;1;1;-52.69750567;0.178788155;10.93539163;212.6004249;1.596893134;207.5179641;8.646405089;54.88797292;0.957490194;
174.665;12.4425;1;1;2;1;1;-52.69701394;0.176271349;10.95431462;211.5539163;1.574413623;206.4964735;8.646896827;54.90689591;0.957820295;
174.6775;12.455;1;1;2;1;1;-52.69695135;0.172917098;11.01063699;212.6576304;1.54445425;207.5738021;8.646959412;54.96321827;0.958802808;
174.7;12.4775;1;1;2;1;1;-52.6974565;0.165130645;11.11250125;212.879315;1.474907512;207.790187;8.646454263;55.06508254;0.960579773;
174.725;12.5025;1;1;2;1;1;-52.69667419;0.160071403;11.22228339;212.5800699;1.429719568;207.4980957;8.647236574;55.17486468;0.962494862;
174.7475;12.525;1;1;2;1;1;-52.69711228;0.152642429;11.32247731;213.2218927;1.363365746;208.124575;8.64679848;55.2750586;0.964242689;
174.77;12.5475;1;1;2;1;1;-52.69614222;0.148591995;11.4261058;213.6129141;1.327188239;208.5062485;8.647768545;55.37868708;0.96605043;
174.815;12.5925;1;1;2;1;1;-52.696853;0.129365623;11.61833033;211.9839638;1.155462871;206.9162403;8.64705776;55.57091162;0.96940368;
174.8375;12.615;1;1;2;1;1;-52.6964462;0.123215169;11.72122523;212.0259404;1.100528481;206.9572133;8.647464562;55.67380652;0.971198625;
174.8625;12.64;1;1;2;1;1;-52.69714805;0.120685548;11.82909429;212.5280797;1.077934509;207.4473484;8.646762717;55.78167558;0.973080341;
174.885;12.6625;1;1;2;1;1;-52.69672336;0.11019662;11.92980856;213.0206972;0.984249913;207.9281893;8.6471874;55.88238984;0.974837245;
174.91;12.6875;1;1;2;1;1;-52.69683065;0.102963001;12.03652561;212.8864825;0.919640948;207.7971831;8.647080112;55.98910689;0.976698865;
174.9325;12.71;1;1;2;1;1;-52.69651773;0.092233866;12.14145899;213.6502564;0.823810883;208.5426981;8.647393036;56.09404027;0.978529369;
174.9575;12.735;1;1;2;1;1;-52.69607963;0.077314377;12.24758327;214.5933956;0.690553562;209.4632905;8.64783113;56.20016456;0.980380648;
174.975;12.7525;1;1;2;1;1;-52.6963568;0.078824461;12.32772499;213.4735882;0.704041269;208.3702534;8.647553969;56.28030628;0.981778676;
175;12.7775;1;1;2;1;1;-52.69658031;0.083878189;12.43405983;212.9567564;0.749179969;207.865777;8.647330451;56.38664111;0.983633628;
175.025;12.8025;1;1;2;1;1;-52.69662502;0.070080161;12.5442946;212.8707469;0.625939274;207.7818237;8.647285748;56.49687588;0.985556613;
175.0475;12.825;1;1;2;1;1;-52.69638362;0.06263271;12.64713317;212.6433104;0.559420416;207.5598244;8.647527147;56.59971446;0.987350574;
175.0725;12.85;1;1;2;1;1;-52.69711675;0.059227645;12.75625885;212.7839476;0.529007194;207.6970995;8.646794009;56.70884013;0.989254211;
175.0975;12.875;1;1;2;1;1;-52.69704076;0.046720803;12.86592633;212.6867622;0.41729906;207.6022374;8.646870005;56.81850761;0.991167299;
175.12;12.8975;1;1;2;1;1;-52.69686194;0.042879432;12.96979353;213.1454051;0.382988857;208.0499159;8.647048819;56.92237481;0.992979205;
175.145;12.9225;1;1;2;1;1;-52.69650879;0.03683731;13.0738686;212.7049118;0.329022058;207.6199531;8.647401977;57.02644989;0.994794737;
175.1675;12.945;1;1;2;1;1;-52.69663396;0.029986948;13.17816362;212.9254192;0.267836261;207.835189;8.647276807;57.1307449;0.996614106;
175.1925;12.97;1;1;2;1;1;-52.69662949;0.021578223;13.28570142;212.9680514;0.192731534;207.8768021;8.647281277;57.23828271;0.998490043;
175.2175;12.995;1;1;2;1;1;-52.69695135;0.010340065;13.39523613;213.1491899;0.092354991;208.0536103;8.646959412;57.34781742;1.000400815;
175.24;13.0175;1;1;2;1;1;-52.69666972;-0.004388541;13.49736795;213.1677717;-0.039197401;208.0717478;8.647241044;57.44994923;1.002182448;
175.26;13.0375;1;1;2;1;1;-52.69679042;-0.002368093;13.58222768;212.0290548;-0.021151237;206.9602532;8.647120345;57.53480896;1.003662779;
175.2775;13.055;1;1;2;1;1;-52.69669207;-0.009852946;13.65970463;213.0689025;-0.08800416;207.9752422;8.647218692;57.61228591;1.005014321;
175.3;13.0775;1;1;2;1;1;-52.69671442;-0.020622015;13.76534477;212.7482444;-0.184190916;207.6622498;8.647196341;57.71792606;1.006857155;
175.325;13.1025;1;1;2;1;1;-52.69711228;-0.029600114;13.87135237;212.722227;-0.264381151;207.6368544;8.64679848;57.82393366;1.008706398;
175.3475;13.125;1;1;2;1;1;-52.69601705;-0.035714656;13.97483468;212.9109353;-0.318994785;207.8210514;8.647893715;57.92741597;1.01051159;
175.3725;13.15;1;1;2;1;1;-52.69675913;-0.041383654;14.07962054;212.5089318;-0.36962892;207.4286582;8.647151637;58.03220183;1.012339521;
175.3975;13.175;1;1;2;1;1;-52.69641491;-0.052924454;14.1913788;212.6237303;-0.472708594;207.5407124;8.647495854;58.14396009;1.014289082;
175.4225;13.2;1;1;2;1;1;-52.69674125;-0.054871142;14.30084914;212.6467675;-0.490095944;207.5631988;8.647169519;58.25343043;1.016198731;
175.4475;13.225;1;1;2;1;1;-52.69683959;-0.065122098;14.41117778;212.1917009;-0.581655035;207.1190112;8.647071171;58.36375907;1.018123353;
175.4725;13.25;1;1;2;1;1;-52.69655796;-0.071661174;14.52185377;213.1434083;-0.640060506;208.0479668;8.647352803;58.47443506;1.020054034;
175.4975;13.275;1;1;2;1;1;-52.69644173;-0.080267489;14.63147432;213.9441073;-0.716930055;208.8295242;8.647469032;58.5840556;1.021966303;
175.52;13.2975;1;1;2;1;1;-52.69733133;-0.089371651;14.73737061;213.2534832;-0.798246261;208.1554103;8.646579433;58.6899519;1.023813605;
175.545;13.3225;1;1;2;1;1;-52.69663396;-0.084474832;14.84001741;213.0829096;-0.754509037;207.9889144;8.647276807;58.79259869;1.025604222;
175.5675;13.345;1;1;2;1;1;-52.69653114;-0.087423921;14.94300485;213.2026404;-0.780849595;208.1057829;8.647379625;58.89558613;1.02740078;
175.585;13.3625;1;1;2;1;1;-52.69703182;-0.100349784;15.02201468;214.3258154;-0.896300321;209.2021072;8.646878946;58.97459596;1.028779063;
175.62;13.3975;1;1;2;1;1;-52.6964015;-0.089440197;15.16912445;214.2662853;-0.798858492;209.1440002;8.647509265;59.12170574;1.031345311;
175.6425;13.42;1;1;2;1;1;-52.69713911;-0.083271116;15.27260944;214.569211;-0.743757735;209.4396841;8.646771658;59.22519073;1.033150549;
175.6675;13.445;1;1;2;1;1;-52.6971704;-0.078860968;15.3845863;214.2154574;-0.704367349;209.0943874;8.646740365;59.33716759;1.035103924;
175.6925;13.47;1;1;2;1;1;-52.69693347;-0.064796805;15.49530923;214.1817659;-0.578749601;209.0615013;8.646977294;59.44789052;1.037035424;
175.7175;13.495;1;1;2;1;1;-52.69683512;-0.048428923;15.60489759;214.919284;-0.432555581;209.7813882;8.647075641;59.55747887;1.038947131;
175.76;13.5375;1;1;2;1;1;-52.69715252;-0.049402118;15.78916535;214.4939452;-0.441247925;209.3662176;8.646758247;59.74174663;1.04216158;
175.785;13.5625;1;1;2;1;1;-52.69748332;-0.047978461;15.9013246;214.793101;-0.428532161;209.6582217;8.646427441;59.85390589;1.044118136;
175.8075;13.585;1;1;2;1;1;-52.6976532;-0.051091611;16.00356102;213.2824808;-0.45633808;208.1837147;8.646257568;59.95614231;1.045901594;
175.8325;13.61;1;1;2;1;1;-52.69727322;-0.058918446;16.10561371;213.0512744;-0.526245501;207.9580355;8.646637547;60.05819499;1.047681846;
175.855;13.6325;1;1;2;1;1;-52.69760849;-0.063600987;16.21207863;213.0749226;-0.568068839;207.9811183;8.646302271;60.16465992;1.049539067;
175.88;13.6575;1;1;2;1;1;-52.69748332;-0.074319839;16.32220611;213.3966535;-0.663807069;208.295158;8.646427441;60.2747874;1.05146018;
175.9025;13.68;1;1;2;1;1;-52.69701841;-0.081641227;16.42279431;213.4382278;-0.729199955;208.3357383;8.646892357;60.3753756;1.053214885;
175.925;13.7025;1;1;2;1;1;-52.69718381;-0.09282589;16.52373657;213.4497762;-0.829098692;208.3470106;8.646726954;60.47631785;1.054975767;
175.95;13.7275;1;1;2;1;1;-52.69756826;-0.092144608;16.62651345;213.2098675;-0.823013652;208.1128372;8.646342504;60.57909474;1.056768653;
175.9725;13.75;1;1;2;1;1;-52.69699605;-0.099731982;16.73042625;213.7555182;-0.890782259;208.6454435;8.646914709;60.68300754;1.058581354;
175.995;13.7725;1;1;2;1;1;-52.69755932;-0.114594698;16.83132693;213.3480757;-1.023532493;208.2477415;8.646351445;60.78390822;1.06034151;
176.02;13.7975;1;1;2;1;1;-52.69710781;-0.121736079;16.93686515;213.5365009;-1.087317609;208.4316621;8.64680295;60.88944644;1.062182566;
176.0425;13.82;1;1;2;1;1;-52.69725981;-0.123510361;17.0398432;213.4395391;-1.103165065;208.3370183;8.646650958;60.99242449;1.063978961;
176.0675;13.845;1;1;2;1;1;-52.69658478;-0.135661811;17.14909628;213.691175;-1.211698916;208.5826385;8.647325981;61.10167757;1.06588482;
176.09;13.8675;1;1;2;1;1;-52.69747885;-0.14047727;17.25137293;213.6683613;-1.254709449;208.5603702;8.646431911;61.20395422;1.067668979;
176.115;13.8925;1;1;2;1;1;-52.69728663;-0.148188025;17.36043558;213.6213481;-1.323580071;208.514481;8.646624136;61.31301686;1.069571516;
176.14;13.9175;1;1;2;1;1;-52.69731345;-0.160767883;17.46609181;213.9122784;-1.435940363;208.7984562;8.646597314;61.4186731;1.071414631;
176.1625;13.94;1;1;2;1;1;-52.69717487;-0.160876065;17.57573113;213.7876302;-1.436906623;208.6767879;8.646735895;61.52831241;1.073327228;
176.1875;13.965;1;1;2;1;1;-52.69694688;-0.166686177;17.67614633;213.6388868;-1.488801154;208.5316004;8.646963883;61.62872761;1.075078915;
176.2125;13.99;1;1;2;1;1;-52.69699605;-0.172001123;17.78760955;213.9155865;-1.536272985;208.8016852;8.646914709;61.74019083;1.077023329;
176.2225;14;1;1;2;1;1;-52.69788565;-0.175272226;17.83689916;213.6642486;-1.565489696;208.5563558;8.646025109;61.78948045;1.077883159;
176.235;14.0125;1;1;2;1;1;-52.69679042;-0.178305209;17.8913641;213.8468772;-1.59257957;208.7346185;8.647120345;61.84394538;1.078833269;
176.26;14.0375;1;1;2;1;1;-52.69703629;-0.187924802;17.99867257;213.7200385;-1.678499485;208.6108121;8.646874476;61.95125386;1.080705206;
176.2825;14.06;1;1;2;1;1;-52.69740286;-0.194613636;18.10264438;213.6722058;-1.738242547;208.5641228;8.646507907;62.05522567;1.082518937;
176.3075;14.085;1;1;2;1;1;-52.69721957;-0.199912637;18.20987105;213.9641643;-1.785571967;208.8491017;8.646691191;62.16245234;1.084389446;
176.3325;14.11;1;1;2;1;1;-52.69689324;-0.202917606;18.32098961;213.7138098;-1.812411626;208.6047323;8.647017527;62.2735709;1.086327848;
176.3575;14.135;1;1;2;1;1;-52.69722404;-0.208150893;18.42745185;213.7667686;-1.859154104;208.656425;8.646686721;62.38003314;1.088185022;
176.3825;14.16;1;1;2;1;1;-52.69675913;-0.212951303;18.53969291;214.0438706;-1.902030212;208.9269025;8.647151637;62.49227419;1.090143005;
176.405;14.1825;1;1;2;1;1;-52.69682618;-0.221614689;18.64186898;213.9527351;-1.979409509;208.8379457;8.647084582;62.59445027;1.09192541;
176.43;14.2075;1;1;2;1;1;-52.69678148;-0.227596909;18.75032276;213.7914747;-2.032841272;208.6805405;8.647129286;62.70290405;1.093817326;
176.4525;14.23;1;1;2;1;1;-52.6971257;-0.235743672;18.85526821;213.7412429;-2.105606213;208.6315095;8.646785069;62.8078495;1.095648041;
176.4775;14.255;1;1;2;1;1;-52.69695135;-0.247188956;18.95674154;213.6161178;-2.207832758;208.5093757;8.646959412;62.90932283;1.097418187;
176.5;14.2775;1;1;2;1;1;-52.69721957;-0.250659287;19.05838922;214.0128613;-2.23882893;208.8966345;8.646691191;63.0109705;1.099191374;
176.5225;14.3;1;1;2;1;1;-52.6972911;-0.255617797;19.16339636;214.0959203;-2.283117161;208.977708;8.646619666;63.11597764;1.101023166;
176.5475;14.325;1;1;2;1;1;-52.69696923;-0.265835971;19.26673248;213.7704194;-2.374383446;208.6599885;8.646941531;63.21931377;1.102825807;
176.57;14.3475;1;1;2;1;1;-52.69742074;-0.277663022;19.37123939;213.8341963;-2.480019849;208.7222408;8.646490026;63.32382068;1.104648872;
176.595;14.3725;1;1;2;1;1;-52.69661608;-0.281244069;19.47682455;214.0142024;-2.512004907;208.8979436;8.647294688;63.42940584;1.106490746;
176.6175;14.395;1;1;2;1;1;-52.69643279;-0.282218307;19.57779363;214.1005844;-2.520706567;208.9822605;8.647477973;63.53037491;1.108252096;
176.6425;14.42;1;1;2;1;1;-52.696853;-0.291227102;19.68875393;214.1077071;-2.601170974;208.989213;8.64705776;63.64133522;1.110187737;
176.665;14.4425;1;1;2;1;1;-52.69674125;-0.292242318;19.78896663;214.0748203;-2.610238642;208.9571123;8.647169519;63.74154791;1.111935891;
176.6875;14.465;1;1;2;1;1;-52.69703629;-0.297892243;19.89243686;213.8226628;-2.660702418;208.710983;8.646874476;63.84501815;1.113740872;
176.7125;14.49;1;1;2;1;1;-52.69723745;-0.307246894;19.99797508;214.0266299;-2.744255928;208.910074;8.64667331;63.95055637;1.115581928;
176.735;14.5125;1;1;2;1;1;-52.69720616;-0.309953988;20.09876311;214.014411;-2.768435045;208.8981472;8.646704602;64.05134439;1.117340119;
176.76;14.5375;1;1;2;1;1;-52.69716146;-0.318107754;20.20568669;213.9350027;-2.84126254;208.8206372;8.646749306;64.15826797;1.119205341;
176.7825;14.56;1;1;2;1;1;-52.6962808;-0.324360579;20.30729279;213.9118761;-2.897111283;208.7980635;8.647629965;64.25987408;1.120977803;
176.8075;14.585;1;1;2;1;1;-52.69636127;-0.329485536;20.41986912;214.2330557;-2.94288617;209.111565;8.647549498;64.37245041;1.122941635;
176.8325;14.61;1;1;2;1;1;-52.69730004;-0.33685267;20.52403942;214.1329795;-3.008687654;209.0138812;8.646610725;64.4766207;1.124758828;
176.855;14.6325;1;1;2;1;1;-52.6969737;-0.340715498;20.62531829;214.0857279;-3.043189512;208.9677592;8.646937061;64.57789958;1.126525581;
176.8775;14.655;1;1;2;1;1;-52.69702735;-0.349251628;20.72554573;214.3746614;-3.119432189;209.2497855;8.646883416;64.67812702;1.128273994;
176.9025;14.68;1;1;2;1;1;-52.69681277;-0.352867395;20.83476529;213.8484269;-3.151727355;208.7361312;8.647097993;64.78734657;1.130179268;
176.925;14.7025;1;1;2;1;1;-52.69702288;-0.35587877;20.93968794;214.1448557;-3.178624244;209.0254735;8.646887887;64.89226922;1.132009585;
176.95;14.7275;1;1;2;1;1;-52.69703629;-0.365425348;21.049169;214.1846567;-3.263892;209.064323;8.646874476;65.00175029;1.133919422;
176.975;14.7525;1;1;2;1;1;-52.69637468;-0.375151783;21.15745112;214.253664;-3.350766195;209.1316806;8.647536087;65.11003241;1.135808343;
177;14.7775;1;1;2;1;1;-52.6971257;-0.383296907;21.2648119;214.1594142;-3.423516496;209.0396839;8.646785069;65.21739319;1.137681192;
177.025;14.8025;1;1;2;1;1;-52.69646408;-0.388255268;21.3741897;214.3279314;-3.467803397;209.2041725;8.64744668;65.32677099;1.139589227;
177.0475;14.825;1;1;2;1;1;-52.69700947;-0.387170911;21.477786;214.2156214;-3.458118175;209.0945474;8.646901298;65.43036729;1.141396407;
177.0725;14.85;1;1;2;1;1;-52.69672783;-0.394774824;21.58633634;214.2199129;-3.526034516;209.0987363;8.64718293;65.53891763;1.143290008;
177.0975;14.875;1;1;2;1;1;-52.69665631;-0.39892748;21.69880003;214.0538841;-3.563125045;208.9366767;8.647254455;65.65138131;1.145251874;
177.1225;14.9;1;1;2;1;1;-52.69674572;-0.404664576;21.80396274;214.3207192;-3.614367417;209.1971328;8.647165048;65.75654402;1.147086379;
177.145;14.9225;1;1;2;1;1;-52.69701841;-0.408770889;21.90591082;213.984713;-3.651044025;208.8691591;8.646892357;65.85849211;1.148864807;
177.1675;14.945;1;1;2;1;1;-52.69685747;-0.418188125;22.00711995;214.2112553;-3.735156528;209.0902857;8.64705329;65.95970124;1.150630344;
177.1925;14.97;1;1;2;1;1;-52.69666972;-0.42019859;22.11504802;214.3126726;-3.753113519;209.1892785;8.647241044;66.06762931;1.152513089;
177.2225;15;1;1;2;1;1;-52.69708099;-0.422848016;22.25466102;214.0080184;-3.776777564;208.8919074;8.646829772;66.20724231;1.15494856;
177.2475;15.025;1;1;2;1;1;-52.69713911;-0.428840965;22.36288011;214.089334;-3.830305154;208.9712791;8.646771658;66.3154614;1.156836382;
177.2725;15.05;1;1;2;1;1;-52.69711228;-0.434797108;22.47161955;214.1793668;-3.883504003;209.0591596;8.64679848;66.42420083;1.158733281;
177.2975;15.075;1;1;2;1;1;-52.69696476;-0.436973572;22.57871479;214.4211829;-3.902943656;209.2951947;8.646946001;66.53129607;1.160601498;
177.3225;15.1;1;1;2;1;1;-52.69669654;-0.441508293;22.69046098;214.3564224;-3.943446706;209.2319825;8.647214222;66.64304227;1.162550848;
177.3475;15.125;1;1;2;1;1;-52.69683065;-0.447496176;22.79959738;214.4082636;-3.996929044;209.2825843;8.647080112;66.75217867;1.164454672;
177.37;15.1475;1;1;2;1;1;-52.69677254;-0.453810394;22.90069252;214.4253701;-4.053326133;209.2992819;8.647138226;66.85327381;1.166218221;
177.395;15.1725;1;1;2;1;1;-52.69643726;-0.458307862;23.00940245;214.287743;-4.093496448;209.1649449;8.647473502;66.96198374;1.168114605;
177.42;15.1975;1;1;2;1;1;-52.69756826;-0.464784503;23.11902165;214.3231332;-4.151344257;209.1994891;8.646342504;67.07160294;1.170026851;
177.4425;15.22;1;1;2;1;1;-52.69684853;-0.470821261;23.22422594;214.5259529;-4.205263142;209.3974601;8.64706223;67.17680722;1.171862082;
177.4675;15.245;1;1;2;1;1;-52.69634785;-0.473699421;23.32720131;214.159146;-4.230970174;209.0394221;8.647562909;67.27978259;1.17365843;
177.4925;15.27;1;1;2;1;1;-52.69624057;-0.47916621;23.43791217;214.4390643;-4.279798229;209.3126486;8.647670198;67.39049345;1.175589719;
177.515;15.2925;1;1;2;1;1;-52.69662502;-0.487135798;23.54236007;214.6153748;-4.350980687;209.4847443;8.647285748;67.49494135;1.177411755;
177.54;15.3175;1;1;2;1;1;-52.69645961;-0.486590862;23.64771724;214.410156;-4.346113454;209.2844315;8.647451151;67.60029852;1.179249652;
177.5625;15.34;1;1;2;1;1;-52.69667866;-0.496392399;23.7523663;214.3494487;-4.433658441;209.2251754;8.647232104;67.70494759;1.181075197;
177.5875;15.365;1;1;2;1;1;-52.69680383;-0.50106898;23.85939449;214.4392729;-4.475428541;209.3128523;8.647106934;67.81197578;1.182942244;
177.6125;15.39;1;1;2;1;1;-52.69642832;-0.50411135;23.96918535;214.5094723;-4.502602265;209.3813734;8.647482443;67.92176664;1.184857485;
177.6375;15.415;1;1;2;1;1;-52.69714358;-0.507357717;24.07899499;214.561373;-4.53159804;209.4320334;8.646767187;68.03157628;1.186773053;
177.66;15.4375;1;1;2;1;1;-52.69694688;-0.512845963;24.18123543;214.6205306;-4.58061775;209.4897768;8.646963883;68.13381672;1.188556581;
177.685;15.4625;1;1;2;1;1;-52.69659372;-0.512070656;24.29180682;214.3657506;-4.573692889;209.2410876;8.64731704;68.2443881;1.190485437;
177.71;15.4875;1;1;2;1;1;-52.69626292;-0.512704402;24.39826369;214.4724131;-4.57935336;209.3452002;8.647647846;68.35084498;1.192342518;
177.7325;15.51;1;1;2;1;1;-52.69658478;-0.524469465;24.49989259;214.3915147;-4.684436093;209.2662358;8.647325981;68.45247388;1.194115378;
177.7575;15.535;1;1;2;1;1;-52.69739839;-0.530617833;24.60784346;214.6290392;-4.73935185;209.498082;8.646512377;68.56042475;1.195998521;
177.78;15.5575;1;1;2;1;1;-52.69675019;-0.525043309;24.70896542;214.6319151;-4.689561529;209.5008891;8.647160578;68.66154671;1.197762537;
177.805;15.5825;1;1;2;1;1;-52.69590529;-0.530830324;24.81967092;214.457497;-4.741249765;209.3306407;8.648005474;68.7722522;1.199693733;
177.83;15.6075;1;1;2;1;1;-52.69650432;-0.540724099;24.92809385;214.6982551;-4.829618602;209.5656432;8.647406447;68.88067514;1.201585111;
177.8525;15.63;1;1;2;1;1;-52.69692453;-0.540220439;25.0324291;214.5842463;-4.825120038;209.4543599;8.646986234;68.98501039;1.203405181;
177.8775;15.655;1;1;2;1;1;-52.69637021;-0.543514341;25.13615817;214.6903574;-4.854540382;209.5579344;8.647540558;69.08873945;1.205214677;
177.9;15.6775;1;1;2;1;1;-52.69663396;-0.553401411;25.23872048;214.6398127;-4.942849326;209.508598;8.647276807;69.19130176;1.20700382;
177.9225;15.7;1;1;2;1;1;-52.69649538;-0.555298775;25.34266949;214.7349715;-4.959796136;209.6014819;8.647415388;69.29525077;1.208817152;
177.9475;15.725;1;1;2;1;1;-52.69663396;-0.55585593;25.44591039;214.6472335;-4.964772507;209.5158413;8.647276807;69.39849168;1.210618133;
177.97;15.7475;1;1;2;1;1;-52.69641491;-0.56440711;25.55154651;214.6243155;-5.041149609;209.4934712;8.647495854;69.5041278;1.212460896;
177.995;15.7725;1;1;2;1;1;-52.69605728;-0.565486103;25.65534532;214.5529687;-5.050786918;209.4238301;8.647853482;69.60792661;1.214271609;
178.0175;15.795;1;1;2;1;1;-52.69668313;-0.572627783;25.75718611;214.6514356;-5.114574695;209.519943;8.647227633;69.7097674;1.216048165;
178.0425;15.82;1;1;2;1;1;-52.69677254;-0.578249842;25.86747587;214.5481408;-5.164789585;209.4191175;8.647138226;69.82005715;1.217972108;
178.0675;15.845;1;1;2;1;1;-52.69603046;-0.582339913;25.97807407;214.6211267;-5.201321121;209.4903586;8.647880304;69.93065536;1.219901432;
178.0925;15.87;1;1;2;1;1;-52.69624504;-0.591350645;26.08795077;214.5867497;-5.28180283;209.4568035;8.647665727;70.04053205;1.22181817;
178.1175;15.895;1;1;2;1;1;-52.69658925;-0.596452653;26.19514525;214.5893574;-5.327372753;209.4593488;8.647321511;70.14772654;1.223688118;
178.14;15.9175;1;1;2;1;1;-52.69698711;-0.597276986;26.30094767;214.5622522;-5.334735492;209.4328916;8.646923649;70.25352895;1.225533783;
178.165;15.9425;1;1;2;1;1;-52.6966429;-0.600812882;26.40905142;214.8568034;-5.366317276;209.7204013;8.647267866;70.3616327;1.227419593;
178.19;15.9675;1;1;2;1;1;-52.69589188;-0.610046387;26.5210551;214.653492;-5.448788735;209.5219502;8.648018885;70.47363639;1.229373435;
178.215;15.9925;1;1;2;1;1;-52.69676807;-0.61470747;26.63110882;214.8798555;-5.490420417;209.7429023;8.647142697;70.58369011;1.231293261;
178.24;16.0175;1;1;2;1;1;-52.69633444;-0.61749056;26.74067706;214.8115635;-5.515278312;209.6762428;8.64757632;70.69325835;1.233204618;
178.265;16.0425;1;1;2;1;1;-52.69632103;-0.618625432;26.85084075;214.7452533;-5.525414722;209.6115179;8.647589731;70.80342203;1.235126362;
178.29;16.0675;1;1;2;1;1;-52.69654455;-0.6290932;26.9577536;214.8135602;-5.618910325;209.6781919;8.647366214;70.91033489;1.236991397;
178.3125;16.09;1;1;2;1;1;-52.69628527;-0.630740076;27.06196547;214.9104625;-5.633619831;209.7727776;8.647625494;71.01454675;1.238809316;
178.3375;16.115;1;1;2;1;1;-52.69677254;-0.636859536;27.16857791;214.7318423;-5.688277386;209.5984275;8.647138226;71.1211592;1.24066911;
178.36;16.1375;1;1;2;1;1;-52.6964462;-0.644298196;27.27000296;214.683637;-5.754717719;209.5513746;8.647464562;71.22258425;1.242438414;
178.3825;16.16;1;1;2;1;1;-52.69660713;-0.645644218;27.37194031;214.7623301;-5.766740065;209.6281864;8.647303629;71.3245216;1.244216655;
178.4075;16.185;1;1;2;1;1;-52.69662949;-0.647932142;27.47658134;214.8982882;-5.787175259;209.7608943;8.647281277;71.42916262;1.246042059;
178.43;16.2075;1;1;2;1;1;-52.69658925;-0.656896383;27.57730097;214.9386406;-5.867241716;209.800282;8.647321511;71.52988225;1.247799057;
178.4525;16.23;1;1;2;1;1;-52.69654008;-0.658066422;27.67891645;214.6789879;-5.877692227;209.5468366;8.647370684;71.63149774;1.249571683;
178.4775;16.255;1;1;2;1;1;-52.69627633;-0.667466968;27.78348505;214.7747278;-5.961655665;209.6402878;8.647634435;71.73606634;1.251395824;
178.5;16.2775;1;1;2;1;1;-52.69651773;-0.668981224;27.89035767;214.7150189;-5.975180639;209.5820062;8.647393036;71.84293896;1.253260157;
178.525;16.3025;1;1;2;1;1;-52.69674125;-0.671234429;27.99532324;214.8074806;-5.995305724;209.6722575;8.647169519;71.94790453;1.255091223;
178.55;16.3275;1;1;2;1;1;-52.69664737;-0.67247048;28.10519457;214.8552388;-6.00634584;209.718874;8.647263396;72.05777586;1.257007868;
178.5725;16.35;1;1;2;1;1;-52.69645961;-0.68417266;28.2060349;214.8142159;-6.110866918;209.6788318;8.647451151;72.15861619;1.258766971;
178.5975;16.375;1;1;2;1;1;-52.6967636;-0.682336539;28.3169201;214.7488445;-6.094467122;209.6150232;8.647147167;72.26950139;1.260701302;
178.62;16.3975;1;1;2;1;1;-52.69630315;-0.689867288;28.41764778;214.7731036;-6.161729974;209.6387024;8.647607613;72.37022907;1.26245844;
178.645;16.4225;1;1;2;1;1;-52.69610646;-0.695611089;28.52944762;214.8623466;-6.213032239;209.725812;8.647804308;72.4820289;1.264408726;
