Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa);;;;
161.2275;11.2275;6;6;1;1;1;-52.74394813;33.07915449;-43.95237207;-2.146627754;295.4551134;-2.095310117;8.599962638;0.000209212;3.64959E-06;
161.31;11.31;6;6;1;1;1;-52.73940625;33.19445133;-43.95358175;-2.116798423;296.4849172;-2.066193891;8.604504512;-0.001000464;-1.74525E-05;
161.4475;11.4475;6;6;1;1;1;-52.73239227;33.29442263;-43.95563096;-2.143124118;297.377837;-2.09189024;8.611518489;-0.003049672;-5.31998E-05;
161.4825;11.4825;6;6;1;1;1;-52.73048344;33.1901145;-43.95713031;-2.140022814;296.4461817;-2.088863076;8.613427328;-0.004549026;-7.93552E-05;
161.49;11.49;6;6;1;1;1;-52.72844049;32.98120499;-43.95558536;-2.150726505;294.5802518;-2.099310882;8.615470277;-0.003004074;-5.24044E-05;
161.4925;11.4925;6;6;1;1;1;-52.72722455;32.79616833;-43.95405918;-2.122193575;292.9275485;-2.071460065;8.616686212;-0.001477897;-2.57811E-05;
161.495;11.495;6;6;1;1;1;-52.72608908;32.62701511;-43.95282;-2.058682032;291.4167123;-2.00946684;8.617821681;-0.000238717;-4.16428E-06;
161.4975;11.4975;6;6;1;1;1;-52.72502067;32.51424789;-43.95307213;-2.050903626;290.4095024;-2.001874386;8.618890094;-0.000490844;-8.56251E-06;
161.5875;11.5875;6;6;1;1;1;-52.71942826;32.62684584;-43.95555586;-2.091686241;291.4152004;-2.041682045;8.6244825;-0.00297457;-5.18897E-05;
161.67;11.67;6;6;1;1;1;-52.71599951;32.7390027;-43.95680577;-2.101415768;292.4169588;-2.051178976;8.627911257;-0.004224479;-7.36937E-05;
161.76;11.76;6;6;1;1;1;-52.71267804;32.8561759;-43.95826489;-2.109204419;293.4635218;-2.05878143;8.631232726;-0.005683601;-9.91473E-05;
161.85;11.85;6;6;1;1;1;-52.70928951;32.96850204;-43.95611107;-2.115808427;294.4667921;-2.065227562;8.63462125;-0.003529787;-6.15752E-05;
161.945;11.945;6;6;1;1;1;-52.70459118;33.08195829;-43.9546895;-2.115671523;295.4801563;-2.065093931;8.639319587;-0.002108216;-3.67767E-05;
162.0425;12.0425;6;6;1;1;1;-52.70049634;33.19881678;-43.95378292;-2.065782435;296.5239083;-2.0163975;8.643414426;-0.00120163;-2.09618E-05;
162.22;12.22;6;6;1;1;1;-52.69574883;33.23215961;-43.95513207;-2.073020674;296.8217186;-2.0234627;8.648161936;-0.002550781;-4.4497E-05;
162.2225;12.2225;6;6;2;1;1;-52.695798;33.231709;-43.95472705;-2.089957707;296.8176939;-2.039994833;8.648112762;-0.002145767;-3.74317E-05;
162.2225;0;1;1;2;1;1;-52.695798;33.231709;-43.95472705;-2.089957707;296.8176939;-2.039994833;8.648112762;-0.002145767;-3.74317E-05;
162.23;0.0075;1;1;2;1;1;-52.69618692;33.22543621;-43.95542175;-2.114456147;296.7616668;-2.06390761;8.647723842;-0.002840459;-4.95502E-05;
162.24;0.0175;1;1;2;1;1;-52.69593658;33.21984053;-43.95810932;-2.092820592;296.7116874;-2.042789278;8.647974181;-0.005528033;-9.64335E-05;
162.2425;0.02;1;1;2;1;1;-52.69593658;33.22340012;-43.95700425;-2.088741399;296.7434809;-2.038807603;8.647974181;-0.004422963;-7.71561E-05;
162.2625;0.04;1;1;2;1;1;-52.69569071;33.2461834;-43.90005022;-0.465936959;296.9469757;-0.454798193;8.648220051;0.052531064;0.000916375;
162.265;0.0425;1;1;2;1;1;-52.69535991;33.24919701;-43.8791129;0.937030651;296.9738925;0.914629841;8.648550856;0.073468387;0.001281615;
162.2675;0.045;1;1;2;1;1;-52.69503357;33.24437618;-43.85195822;2.735788934;296.9308341;2.670386713;8.648877192;0.100623071;0.001755314;
162.27;0.0475;1;1;2;1;1;-52.69495758;33.23992014;-43.82364213;4.127582535;296.8910338;4.028907867;8.648953188;0.128939152;0.002249272;
162.275;0.0525;1;1;2;1;1;-52.69535991;33.22635412;-43.7694025;5.589698441;296.7698653;5.456070189;8.648550856;0.183178782;0.003195452;
162.28;0.0575;1;1;2;1;1;-52.69569518;33.19292307;-43.72611433;7.113847882;296.4712671;6.943783061;8.64821558;0.226466954;0.00395059;
162.2825;0.06;1;1;2;1;1;-52.69547614;33.16044092;-43.70048314;8.327588439;296.1811444;8.128507737;8.648434627;0.252098143;0.004397712;
162.285;0.0625;1;1;2;1;1;-52.69504251;33.11304092;-43.67516845;9.459964;295.7577789;9.233812541;8.648868251;0.277412832;0.004839313;
162.29;0.0675;1;1;2;1;1;-52.69379082;32.9778862;-43.63420844;10.95657796;294.5506091;10.6946482;8.650119949;0.318372846;0.005553837;
162.2975;0.075;1;1;2;1;1;-52.6930085;32.8430891;-43.61769676;11.03961468;293.3466337;10.77569983;8.65090226;0.334884524;0.005841874;
162.33;0.1075;1;1;2;1;1;-52.69215914;32.78655291;-43.57713103;12.41882611;292.8416658;12.12193961;8.651751626;0.375450253;0.006549521;
162.335;0.1125;1;1;2;1;1;-52.69197585;32.7795887;-43.55106533;13.6704687;292.7794632;13.34366022;8.65193491;0.401515961;0.007004223;
162.3425;0.12;1;1;2;1;1;-52.69205185;32.76107311;-43.50937039;14.86718748;292.6140864;14.51177004;8.651858914;0.4432109;0.007731568;
162.3475;0.125;1;1;2;1;1;-52.69149753;32.73919821;-43.48933965;15.89647681;292.418705;15.51645301;8.652413237;0.463241637;0.008080993;
162.355;0.1325;1;1;2;1;1;-52.69203397;32.70190954;-43.45232785;17.03596115;292.0856515;16.62869666;8.651876796;0.500253439;0.008726643;
162.3625;0.14;1;1;2;1;1;-52.69151988;32.65896797;-43.42340022;18.30131561;291.7021076;17.86380134;8.652390886;0.529181063;0.00923127;
162.37;0.1475;1;1;2;1;1;-52.69127401;32.60771036;-43.38594317;19.47412081;291.2442869;19.00856927;8.652636755;0.566638112;0.009884687;
162.3775;0.155;1;1;2;1;1;-52.6910639;32.56095648;-43.35325241;20.68747394;290.8266924;20.19291578;8.652846861;0.599328876;0.010454959;
162.385;0.1625;1;1;2;1;1;-52.69078674;32.50989199;-43.32086474;21.87825739;290.3705965;21.35523217;8.653124023;0.631716549;0.011019944;
162.3925;0.17;1;1;2;1;1;-52.69008937;32.4562335;-43.28472465;23.04933406;289.8913317;22.49831288;8.653821397;0.667856634;0.011650388;
162.4;0.1775;1;1;2;1;1;-52.68977644;32.40158319;-43.24956089;24.18821491;289.4032082;23.60996746;8.654134322;0.703020394;0.0122638;
162.4075;0.185;1;1;2;1;1;-52.68935176;32.35012293;-43.2160762;25.26020072;288.9435774;24.6563262;8.654559005;0.736505091;0.012847922;
162.415;0.1925;1;1;2;1;1;-52.68915059;32.28996515;-43.18363756;26.2893755;288.4062625;25.66089735;8.65476017;0.768943727;0.013413796;
162.4225;0.2;1;1;2;1;1;-52.68861862;32.24100828;-43.15031916;27.42788009;287.9689914;26.77218467;8.655292142;0.802262127;0.013995017;
162.43;0.2075;1;1;2;1;1;-52.68854263;32.18239546;-43.11824799;28.49580534;287.4454757;27.81457992;8.655368138;0.834333301;0.014554481;
162.4375;0.215;1;1;2;1;1;-52.6880196;32.12539911;-43.08133543;29.63097952;286.9363979;28.92261644;8.655891169;0.871245861;0.0151984;
162.4475;0.225;1;1;2;1;1;-52.68783631;32.04605579;-43.03688854;31.01778403;286.2277223;30.27626777;8.656074453;0.915692747;0.015973751;
162.4575;0.235;1;1;2;1;1;-52.68663379;31.96938753;-42.9895851;32.40000829;285.5429397;31.62544835;8.657276977;0.962996185;0.016798933;
162.4675;0.245;1;1;2;1;1;-52.68702271;31.88960791;-42.94580877;33.60773996;284.8303672;32.80430778;8.656888056;1.006772518;0.017562587;
162.475;0.2525;1;1;2;1;1;-52.68586489;31.8312192;-42.91570097;34.64491293;284.3088531;33.81668593;8.658045877;1.036880314;0.018087801;
162.485;0.2625;1;1;2;1;1;-52.68555196;31.73955917;-42.87109852;35.97899526;283.4901677;35.11887547;8.658358801;1.081482768;0.018865866;
162.4925;0.27;1;1;2;1;1;-52.68518986;31.67885542;-42.8362298;37.13146225;282.9479762;36.24379139;8.658720899;1.116351485;0.019474131;
162.5025;0.28;1;1;2;1;1;-52.68404546;31.59093857;-42.79354781;38.38159516;282.1627239;37.46403842;8.659865308;1.159033477;0.020218695;
162.51;0.2875;1;1;2;1;1;-52.68429132;31.52514935;-42.75641531;39.48108852;281.5751103;38.53724711;8.659619439;1.196165979;0.020866451;
162.52;0.2975;1;1;2;1;1;-52.68353137;31.44012451;-42.7110967;40.71143642;280.8156887;39.73818211;8.660379399;1.241484582;0.021657009;
162.53;0.3075;1;1;2;1;1;-52.68289211;31.3563776;-42.66732842;41.93080589;280.0676813;40.92840113;8.661018658;1.285252869;0.022420522;
162.54;0.3175;1;1;2;1;1;-52.68308433;31.27459526;-42.62525529;43.14329475;279.337221;42.11190404;8.660826433;1.327326;0.023154465;
162.55;0.3275;1;1;2;1;1;-52.68209638;31.18784189;-42.58173376;44.45656016;278.5623606;43.39377431;8.66181438;1.370847523;0.023913673;
162.56;0.3375;1;1;2;1;1;-52.68097433;31.10230684;-42.53511161;45.73507234;277.7983819;44.64172217;8.662936438;1.41746968;0.024726971;
162.57;0.3475;1;1;2;1;1;-52.68069716;31.00673676;-42.4905628;47.000736;276.9447727;45.87712866;8.6632136;1.46201849;0.0255041;
162.58;0.3575;1;1;2;1;1;-52.68080892;30.91187477;-42.44694203;48.25221375;276.0974881;47.09868837;8.663101841;1.505639255;0.02626504;
162.59;0.3675;1;1;2;1;1;-52.67964216;30.81878185;-42.40081608;49.4998917;275.2660044;48.31653913;8.664268602;1.551765203;0.027069682;
162.6;0.3775;1;1;2;1;1;-52.67936053;30.723207;-42.35336781;50.69948733;274.4123526;49.48745703;8.664550234;1.599213481;0.027897391;
162.61;0.3875;1;1;2;1;1;-52.67933818;30.63612223;-42.31231123;51.85209215;273.6345322;50.61250748;8.664572586;1.640270054;0.0286136;
162.62;0.3975;1;1;2;1;1;-52.67845305;30.5492878;-42.26790458;53.08719352;272.8589478;51.81808232;8.665457715;1.684676707;0.029388249;
162.63;0.4075;1;1;2;1;1;-52.6783547;30.45317173;-42.22501069;54.28445712;272.000462;52.98672394;8.665556062;1.727570593;0.030136509;
162.64;0.4175;1;1;2;1;1;-52.67751875;30.36621571;-42.17379391;55.57010323;271.2237916;54.24163518;8.666392017;1.778787374;0.031029958;
162.65;0.4275;1;1;2;1;1;-52.67704936;30.26785612;-42.13037968;56.63245171;270.3452672;55.27858699;8.666861404;1.82220161;0.031787295;
162.66;0.4375;1;1;2;1;1;-52.67689737;30.17974377;-42.08719611;57.77546763;269.5582687;56.39427778;8.667013396;1.865385175;0.032540608;
162.67;0.4475;1;1;2;1;1;-52.67670961;30.09064674;-42.04377115;58.95280838;268.7624754;57.54347282;8.66720115;1.908810139;0.033298132;
162.68;0.4575;1;1;2;1;1;-52.67590942;30.00006437;-41.99931622;60.10897458;267.9534153;58.67199952;8.668001343;1.953265071;0.034073624;
162.69;0.4675;1;1;2;1;1;-52.67527463;29.90571499;-41.95031226;61.24848872;267.1107091;59.78427226;8.668636132;2.00226903;0.034928471;
162.7;0.4775;1;1;2;1;1;-52.67491253;29.80489969;-41.90907061;62.30702624;266.2102509;60.8175042;8.668998231;2.043510675;0.035647908;
162.71;0.4875;1;1;2;1;1;-52.67508688;29.71480608;-41.86759561;63.50775808;265.4055563;61.98953115;8.668823887;2.084985673;0.036371417;
162.72;0.4975;1;1;2;1;1;-52.6741034;29.6209836;-41.82080448;64.67887014;264.5675563;63.13264641;8.669807364;2.13177681;0.037187662;
162.73;0.5075;1;1;2;1;1;-52.67387988;29.52460289;-41.78051233;65.79844654;263.7067068;64.22545803;8.670030881;2.172068954;0.037890536;
162.74;0.5175;1;1;2;1;1;-52.67324062;29.42312956;-41.73133403;67.03171879;262.8003712;65.42924747;8.670670141;2.221247256;0.038748424;
162.7525;0.53;1;1;2;1;1;-52.67269971;29.30440426;-41.66827261;68.33229959;261.7399451;66.69873637;8.671211053;2.284308672;0.039848496;
162.765;0.5425;1;1;2;1;1;-52.67201128;29.18514252;-41.6212213;69.44437325;260.6747277;67.78422462;8.671899487;2.331359982;0.04066928;
162.775;0.5525;1;1;2;1;1;-52.67187717;29.09534693;-41.57547891;70.74037939;259.872695;69.04924822;8.672033597;2.377102375;0.04146723;
162.7875;0.565;1;1;2;1;1;-52.67139884;28.97676706;-41.52149409;72.03868032;258.8135679;70.31651175;8.672511925;2.431087196;0.042408966;
162.7975;0.575;1;1;2;1;1;-52.67087581;28.87696028;-41.47393316;73.18226993;257.9221175;71.43276252;8.673034955;2.478648126;0.04323864;
162.8075;0.585;1;1;2;1;1;-52.67063888;28.78656864;-41.42914563;74.20963794;257.114761;72.4355701;8.673271884;2.523435652;0.044019933;
162.82;0.5975;1;1;2;1;1;-52.66957941;28.66109371;-41.37335032;75.43733716;255.9940489;73.63391974;8.674331356;2.579230964;0.044993251;
162.8325;0.61;1;1;2;1;1;-52.66997727;28.54890108;-41.31725192;76.73443109;254.9919711;74.90000513;8.673933495;2.635329366;0.045971857;
162.845;0.6225;1;1;2;1;1;-52.66902061;28.4299922;-41.26519829;78.00395042;253.9299053;76.13917512;8.67489015;2.687382996;0.046879903;
162.855;0.6325;1;1;2;1;1;-52.66829195;28.32825422;-41.21931642;79.11212742;253.021206;77.22085986;8.675618817;2.733264863;0.047680287;
162.8675;0.645;1;1;2;1;1;-52.66790303;28.21156263;-41.16475761;80.32983541;251.9789446;78.40945713;8.676007737;2.787823677;0.048632035;
162.8775;0.655;1;1;2;1;1;-52.66723247;28.11633825;-41.11764729;81.38697594;251.1284231;79.44132548;8.676678289;2.834933996;0.049453849;
162.89;0.6675;1;1;2;1;1;-52.66735317;27.9907012;-41.0630402;82.56628364;250.0062629;80.59244046;8.67655759;2.88954109;0.050406439;
162.9;0.6775;1;1;2;1;1;-52.66680332;27.89649725;-41.02052182;83.62638205;249.1648557;81.62719598;8.677107443;2.932059467;0.051148148;
162.9125;0.69;1;1;2;1;1;-52.66573044;27.77090073;-40.96048057;84.88684893;248.0430576;82.85752992;8.678180326;2.992100716;0.052195535;
162.925;0.7025;1;1;2;1;1;-52.66608807;27.65037298;-40.90845376;86.03412658;246.9665325;83.97738057;8.677822699;3.044127524;0.053103113;
162.935;0.7125;1;1;2;1;1;-52.66570809;27.55402803;-40.86231709;87.05954999;246.1060024;84.97829003;8.678202678;3.090264201;0.053907942;
162.9475;0.725;1;1;2;1;1;-52.66529681;27.43112564;-40.80640644;88.22377026;245.0082676;86.11467827;8.67861395;3.146174848;0.054883272;
162.96;0.7375;1;1;2;1;1;-52.66467543;27.31498718;-40.75317532;89.41524476;243.9709466;87.27766918;8.679235329;3.199405968;0.05581186;
162.97;0.7475;1;1;2;1;1;-52.66400041;27.21129656;-40.7084012;90.45638889;243.0448067;88.29392355;8.679910351;3.244180083;0.056592919;
162.9825;0.76;1;1;2;1;1;-52.66449662;27.08561659;-40.65114945;91.64904058;241.9222632;89.45806351;8.679414143;3.301431835;0.057591644;
162.995;0.7725;1;1;2;1;1;-52.66348632;26.96412802;-40.59453875;92.69227833;240.8371563;90.47636144;8.680424441;3.358042538;0.058579186;
163.0075;0.785;1;1;2;1;1;-52.66313764;26.8510294;-40.54163486;93.86064857;239.8269864;91.61680044;8.680773129;3.410946429;0.059502065;
163.02;0.7975;1;1;2;1;1;-52.66279342;26.73040152;-40.48778683;95.00528127;238.749567;92.73406935;8.681117345;3.464794457;0.060441414;
163.0325;0.81;1;1;2;1;1;-52.66215416;26.60643101;-40.42958558;96.19496763;237.642292;93.89531487;8.681756605;3.52299571;0.061456703;
163.045;0.8225;1;1;2;1;1;-52.66158642;26.48572445;-40.36784381;97.30663896;236.5641698;94.9804104;8.68232434;3.58473748;0.062533754;
163.0575;0.835;1;1;2;1;1;-52.66133161;26.37001753;-40.31597257;98.29255193;235.5307032;95.94275399;8.682579149;3.63660872;0.063438619;
163.07;0.8475;1;1;2;1;1;-52.66133161;26.2523365;-40.26093096;99.42212701;234.4796043;97.04532525;8.682579149;3.691650331;0.064398789;
163.0825;0.86;1;1;2;1;1;-52.66082199;26.1264205;-40.20816386;100.5300954;233.3549526;98.12680637;8.683088769;3.744417429;0.065319282;
163.095;0.8725;1;1;2;1;1;-52.66013803;26.00624561;-40.15210569;101.7174199;232.2815793;99.28574651;8.683772732;3.800475597;0.066297185;
163.1075;0.885;1;1;2;1;1;-52.66036602;25.88136911;-40.09491026;102.7050167;231.1662122;100.2497337;8.683544745;3.857671022;0.067294928;
163.12;0.8975;1;1;2;1;1;-52.65977146;25.76734066;-40.03991693;103.7593558;230.1477372;101.2788676;8.684139301;3.912664354;0.068254256;
163.1325;0.91;1;1;2;1;1;-52.65931102;25.64885139;-39.9825874;104.7889516;229.0894194;102.2838496;8.684599747;3.969993889;0.069254338;
163.145;0.9225;1;1;2;1;1;-52.65846165;25.53271294;-39.93451416;105.8011428;228.0520984;103.2718432;8.685449113;4.018067122;0.070092949;
163.1575;0.935;1;1;2;1;1;-52.65857341;25.40742874;-39.87087607;106.9558635;226.9330899;104.398959;8.685337354;4.081705213;0.07120308;
163.17;0.9475;1;1;2;1;1;-52.65862258;25.29129744;-39.81545627;107.8327745;225.8958328;105.2549064;8.685288181;4.137125015;0.072169847;
163.1825;0.96;1;1;2;1;1;-52.6575497;25.17849445;-39.76343215;108.7518185;224.8883034;106.1519796;8.686361064;4.189149141;0.073077379;
163.195;0.9725;1;1;2;1;1;-52.65746029;25.06306171;-39.70980674;109.8480076;223.8572858;107.221963;8.686450471;4.242774546;0.074012845;
163.2075;0.985;1;1;2;1;1;-52.65675845;24.93828535;-39.65215802;110.8785793;222.7428131;108.2278977;8.687152316;4.300423265;0.075018495;
163.22;0.9975;1;1;2;1;1;-52.65708031;24.81562376;-39.59184319;111.8194759;221.647229;109.1463011;8.686830451;4.360738099;0.076070653;
163.2325;1.01;1;1;2;1;1;-52.65690597;24.69833136;-39.54084098;112.7506569;220.5996013;110.0552211;8.687004794;4.411740303;0.076960359;
163.245;1.0225;1;1;2;1;1;-52.65589567;24.58340883;-39.48233932;113.6256456;219.5731407;110.9092922;8.688015093;4.470241964;0.077980888;
163.2575;1.035;1;1;2;1;1;-52.65618624;24.46540356;-39.43064779;114.5867705;218.5191457;111.8474403;8.687724521;4.521933496;0.078882618;
163.27;1.0475;1;1;2;1;1;-52.65532794;24.35086966;-39.37134683;115.5987978;217.4961563;112.8352739;8.688582827;4.581234455;0.07991709;
163.2825;1.06;1;1;2;1;1;-52.65526535;24.22666788;-39.31524038;116.5453866;216.3868157;113.7592334;8.688645412;4.637340903;0.080895836;
163.295;1.0725;1;1;2;1;1;-52.65549781;24.11328077;-39.25943971;117.3602492;215.3740691;114.5546157;8.688412954;4.69314158;0.081869248;
163.3075;1.085;1;1;2;1;1;-52.65457692;24.00027037;-39.20926899;118.2108372;214.3646871;115.3848695;8.689333846;4.743312299;0.082744448;
163.32;1.0975;1;1;2;1;1;-52.65473338;23.87885571;-39.15348977;119.2381009;213.2802403;116.3875752;8.689177384;4.799091518;0.083717485;
163.3325;1.11;1;1;2;1;1;-52.65417012;23.76113415;-39.09382939;120.1427132;212.2287795;117.2705617;8.689740648;4.858751893;0.084758227;
163.3475;1.125;1;1;2;1;1;-52.65421035;23.63326311;-39.03092891;121.134147;211.0866659;118.2382942;8.689700415;4.921652377;0.085855491;
163.36;1.1375;1;1;2;1;1;-52.65392872;23.51956367;-38.97397488;121.9827831;210.0711296;119.0666426;8.689982047;4.978606403;0.086849023;
163.3725;1.15;1;1;2;1;1;-52.6538259;23.40562105;-38.92013222;122.7768585;209.0534213;119.8417347;8.690084865;5.032449067;0.087788278;
163.385;1.1625;1;1;2;1;1;-52.65348168;23.28665257;-38.86773258;123.7258613;207.9908232;120.7680505;8.690429081;5.084848702;0.088702361;
163.3975;1.175;1;1;2;1;1;-52.65303465;23.17129135;-38.80601764;124.6395111;206.9604444;121.6598584;8.690876116;5.146563649;0.089778944;
163.41;1.1875;1;1;2;1;1;-52.65288713;23.05663347;-38.75149906;125.2506226;205.9363476;122.2563606;8.691023638;5.20108223;0.09072999;
163.425;1.2025;1;1;2;1;1;-52.65172931;22.92827845;-38.68524581;126.2619048;204.7899111;123.2434669;8.692181458;5.267335474;0.091885741;
163.4375;1.215;1;1;2;1;1;-52.65228363;22.8069973;-38.63024175;127.0344704;203.7066568;123.9975634;8.691627135;5.322339535;0.092845256;
163.4525;1.23;1;1;2;1;1;-52.65157284;22.68064022;-38.56185347;128.0089468;202.5780656;124.9487438;8.69233792;5.390727818;0.094038252;
163.4675;1.245;1;1;2;1;1;-52.65211823;22.55887985;-38.49900126;128.9435327;201.490531;125.8609874;8.691792538;5.453580022;0.095134674;
163.4825;1.26;1;1;2;1;1;-52.6511571;22.42699862;-38.43363047;129.8370808;200.3125993;126.7331742;8.692753663;5.51895082;0.096275031;
163.4975;1.275;1;1;2;1;1;-52.65151026;22.29060411;-38.36300522;130.7615042;199.0943561;127.6354981;8.692400505;5.589576066;0.097507049;
163.5125;1.29;1;1;2;1;1;-52.65121522;22.17015982;-38.29504073;131.655097;198.0185764;128.5077286;8.692695548;5.65754056;0.098692652;
163.5275;1.305;1;1;2;1;1;-52.65068324;22.04776287;-38.22610527;132.482484;196.9253561;129.3153359;8.69322752;5.726476014;0.099895193;
163.5425;1.32;1;1;2;1;1;-52.65023174;21.91752434;-38.16808373;133.2686096;195.7620966;130.0826683;8.693679025;5.784497559;0.100907346;
163.5575;1.335;1;1;2;1;1;-52.64952542;21.78352356;-38.09741288;134.0683252;194.5652337;130.8632657;8.69438534;5.855168402;0.10214016;
163.57;1.3475;1;1;2;1;1;-52.65020492;21.67137861;-38.03871006;134.8135918;193.5635817;131.5907159;8.693705847;5.913871229;0.103164198;
163.585;1.3625;1;1;2;1;1;-52.64958354;21.54854059;-37.97413051;135.6876791;192.4664219;132.443907;8.694327225;5.978450775;0.104290752;
163.6;1.3775;1;1;2;1;1;-52.6488951;21.42008305;-37.91446209;136.5427524;191.3190697;133.2785388;8.695015659;6.038119197;0.105331635;
163.615;1.3925;1;1;2;1;1;-52.64944049;21.29291296;-37.84230798;137.3841912;190.1832169;134.099862;8.694470277;6.110273302;0.106590323;
163.63;1.4075;1;1;2;1;1;-52.64881017;21.16178989;-37.7739653;138.0923539;189.0120569;134.7910954;8.695100596;6.178615987;0.107782523;
163.645;1.4225;1;1;2;1;1;-52.64893981;21.03988171;-37.7098015;138.873145;187.9232021;135.5532207;8.694970956;6.242779791;0.108901825;
163.66;1.4375;1;1;2;1;1;-52.64878782;20.91454268;-37.64523;139.5893991;186.8037038;136.2523519;8.695122947;6.307351291;0.110028239;
163.675;1.4525;1;1;2;1;1;-52.64874758;20.79790115;-37.57437676;140.3814703;185.7618895;137.0254878;8.695163181;6.378204525;0.111264234;
163.69;1.4675;1;1;2;1;1;-52.64803233;20.67396164;-37.50150919;141.0839111;184.6548914;137.7111358;8.695878436;6.451072097;0.112535369;
163.705;1.4825;1;1;2;1;1;-52.64885934;20.55635691;-37.44993567;141.7142898;183.604474;138.3264446;8.695051422;6.502645612;0.11343504;
163.72;1.4975;1;1;2;1;1;-52.64810385;20.42835951;-37.37909853;142.6291913;182.4612318;139.2194743;8.695806911;6.573482752;0.114670755;
163.735;1.5125;1;1;2;1;1;-52.64727684;20.30739069;-37.31039375;143.2857662;181.3807671;139.8603531;8.696633925;6.642187536;0.115869271;
163.75;1.5275;1;1;2;1;1;-52.64802339;20.19082069;-37.24131614;143.9845562;180.3395918;140.5424377;8.695887377;6.711265147;0.117074292;
163.765;1.5425;1;1;2;1;1;-52.6479161;20.0661087;-37.17808038;144.7362453;179.225694;141.2761567;8.695994665;6.774500906;0.118177405;
163.7775;1.555;1;1;2;1;1;-52.64848383;19.94856954;-37.12452739;145.2883035;178.1758622;141.8150174;8.695426931;6.828053892;0.119111607;
163.79;1.5675;1;1;2;1;1;-52.64882358;19.82388616;-37.0666185;145.9659785;177.06222;142.4764918;8.695087185;6.885962784;0.120121795;
163.8025;1.58;1;1;2;1;1;-52.64934214;19.69981313;-37.00615078;146.6051936;175.9540294;143.1004257;8.694568624;6.946430504;0.121176621;
163.815;1.5925;1;1;2;1;1;-52.64972659;19.57773924;-36.95804805;147.0351815;174.8636945;143.5201342;8.694184174;6.994533241;0.122015747;
163.8275;1.605;1;1;2;1;1;-52.6505536;19.45882916;-36.90647453;147.72439;173.8016181;144.1928664;8.69335716;7.046106756;0.122915418;
